name_track,artist_track,uri_track,popularity,tempo,genres,urlImage
I Just Don't Know What to Do With Myself,The White Stripes,spotify:track:5F6tUpAoDzz5PjJos99176,53,94,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, modern rock, permanent wave, punk blues, rock",https://i.scdn.co/image/ab67616d00004851a69f71a8794e2d867a52f98f
Sound and Vision - 2017 Remaster,David Bowie,spotify:track:1vP2JEXRsGrFbwOZ0foOQ5,62,106,"classic rock, glam rock, rock",https://i.scdn.co/image/ab67616d000048515ef4c0001dc9628f08bbf277
Rug Busters,Personal Trainer,spotify:track:3DKLkWXuGgBFiG25k9vaOs,30,136,clean comedy,https://i.scdn.co/image/ab67616d000048513508eafce25049c35798f7d6
Say It Ain't So,Weezer,spotify:track:6VoIBz0VhCyz7OdEoRYDiA,75,152,"alternative rock, modern power pop, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851345536847e60f622ee0eae96
Look Away,Big Country,spotify:track:4WYBE94dRKhhXLsOeVSNH8,46,128,"jam band, jazz fusion, progressive bluegrass",https://i.scdn.co/image/ab67616d0000485148f28b9cb38669bcafc26455
Red Eyes,The War On Drugs,spotify:track:0rUIff1QHd5zlOBtlHVqd9,64,162,"indie rock, philly indie",https://i.scdn.co/image/ab67616d00004851f34338e9270f9c0561cf4c7e
Snow (Hey Oh),Red Hot Chili Peppers,spotify:track:2aibwv5hGXSgw7Yru8IYTO,79,105,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d0000485109fd83d32aee93dceba78517
The Steps,HAIM,spotify:track:7pD8e7UxjqflEpMKfbEqKg,51,117,pop,https://i.scdn.co/image/ab67616d00004851667f8cfd1be0d0cc2b825e25
Ava Adore,The Smashing Pumpkins,spotify:track:6bVB2MGR7LcotAIB1vfpw6,58,160,"alternative metal, alternative rock, grunge, permanent wave, pop rock, rock, spacegrunge",https://i.scdn.co/image/ab67616d00004851dc528993bff15162639b2d94
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,spotify:track:1TfqLAPs4K3s2rJMoCokcS,82,125,"dance rock, europop, mellow gold, new romantic, new wave, new wave pop, rock, soft rock, sophisti-pop, synthpop",https://i.scdn.co/image/ab67616d00004851b3994c94dfb241923664bb4d
I Hate Everything About You,Three Days Grace,spotify:track:0M955bMOoilikPXwKLYpoi,73,89,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge",https://i.scdn.co/image/ab67616d0000485177922eaa071fb388270f203f
Cats In The Cradle,Ugly Kid Joe,spotify:track:5x9RZg7HfXGY3JayXL3seF,67,76,"funk metal, funk rock, glam metal, hard rock, rock",https://i.scdn.co/image/ab67616d0000485159afd13f40fa2b0aab89bb0e
Evidence - 2016 Remaster,Faith No More,spotify:track:5Z7o8zLaEBgpyOTZPp0jj9,49,98,"alternative metal, alternative rock, funk metal, funk rock, hard rock, nu metal, rap metal, rap rock, rock",https://i.scdn.co/image/ab67616d00004851946c16fc82f444d332a7ebdb
Undercover Martyn,Two Door Cinema Club,spotify:track:6GQLX6Z28fYwDNCrhaKzYF,66,160,"indietronica, irish rock, modern rock, northern irish indie, rock",https://i.scdn.co/image/ab67616d00004851635eb2cbc738455671d199db
A Girl Called Johnny - 2002 Remaster,The Waterboys,spotify:track:33Las8EVYfUYccKAudyXjW,47,133,"art rock, celtic rock, new wave pop, rock, scottish new wave, scottish rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048512dd1e3e72fdd699159accd1a
Boy,The Vices,spotify:track:6nEfrEVZrW8LocW0VvkyP7,40,92,"dutch indie, dutch indie rock, dutch rock",https://i.scdn.co/image/ab67616d00004851846af87b262891e9000c5120
Why Don't You Get A Job,The Offspring,spotify:track:0sNKiz82ATCvT3f3XVVUUj,73,108,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk",https://i.scdn.co/image/ab67616d00004851cbd2ee7dff77bfb2b5f0af52
Stories,Therapy?,spotify:track:3oOGK5EgPe7q1jL6G6di60,28,168,"cali rap, viral rap",https://i.scdn.co/image/ab67616d0000485148cc8e369ed46b8bb0aced91
I Still Haven't Found What I'm Looking For,U2,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,76,101,"irish rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851b7bea3d01f04e6d0408d2afe
Charlemagne,Blossoms,spotify:track:7H5WVBQdSnJ1zmu8JoD6pg,62,102,anime lo-fi,https://i.scdn.co/image/ab67616d00004851258d6688061ae2729981a417
Just,Radiohead,spotify:track:1dyTcli07c77mtQK3ahUZR,70,176,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",https://i.scdn.co/image/ab67616d000048519293c743fa542094336c5e12
Bend & Break,Keane,spotify:track:4mPiTSD96K4Dha1irhqpW3,59,138,"neo mellow, piano rock, pop rock",https://i.scdn.co/image/ab67616d000048517d6cd95a046a3c0dacbc7d33
Vibe,Editors,spotify:track:1345lixPvSsrDaytZudbcW,42,110,"alternative dance, britpop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048511fc95fb3fd97c35b2f89048a
Teenage Dirtbag,Wheatus,spotify:track:25FTMokYEbEWHEdss5JLZS,75,95,pop rock,https://i.scdn.co/image/ab67616d000048510a3740efa638f10f14fabc46
Making Plans For Nigel,XTC,spotify:track:1XT5kxg6Tk0ukCO2vBQN4v,59,150,"deep groove house, house, pop dance, uk dance",https://i.scdn.co/image/ab67616d0000485124110c456fe319f691e1a320
Everyday I Work on the Road - Radio Edit,Voicst,spotify:track:52bgukZKoIXhFT8srNkqXR,27,143,gen z singer-songwriter,https://i.scdn.co/image/ab67616d00004851ec83e55ab9557539180689c7
Pepper,Butthole Surfers,spotify:track:1ng36571Iyov4HBxUClySn,63,80,"alternative rock, experimental rock, grunge, noise rock, post-hardcore, psychedelic punk, punk",https://i.scdn.co/image/ab67616d000048512f791ed0a21f63e2a9f324b2
Lyla,Oasis,spotify:track:1XYLtiNehOF8D5NmlQknpI,51,121,"beatlesque, britpop, madchester, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d000048517e6f883405bcff07e8f61bff
Beds Are Burning - Remastered,Midnight Oil,spotify:track:1CtAzw53AIXKjAemxy4b1j,71,119,"australian rock, rock",https://i.scdn.co/image/ab67616d000048510dd350beeb5ac73672ad6e80
Maps,Yeah Yeah Yeahs,spotify:track:0hDQV9X1Da5JrwhK8gu86p,67,120,"alternative dance, alternative rock, dance-punk, indie rock, modern rock, new rave, rock",https://i.scdn.co/image/ab67616d000048511b1cb4ef0f096f9d66fc3dc6
Govinda,Kula Shaker,spotify:track:00fJ7w7yVcBSdMvzV0cS41,43,87,britpop,https://i.scdn.co/image/ab67616d0000485150fadb5f91ef4accf5d96544
Billy Goodbye,Franz Ferdinand,spotify:track:19ZBncpk43fACvzKeqZIib,45,124,"alternative rock, dance rock, indie rock, modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d000048511c288ed77e05003f38662585
Transmission - 2020 Digital Remaster,Joy Division,spotify:track:1Bq65xKgu0kjSUMUlfWyPl,57,154,"alternative rock, art rock, madchester, new wave, post-punk, rock, uk post-punk",https://i.scdn.co/image/ab67616d00004851c5d8dac0b019953e2e00151e
Ruby,Kaiser Chiefs,spotify:track:2fAIfPLrPUTW1AmJRR428Q,69,93,"alternative rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048518ed8466b86827be1104b410a
"Play Dead - Tim Simenon 7"" Remix",Björk,spotify:track:0Yf5QZuSwH3LUlzEWGdP1x,43,77,"art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave",https://i.scdn.co/image/ab67616d000048516a035608384de03ffe9930a3
When the Thames Froze,Smith & Burrows,spotify:track:12AKv7982HuojQZhygZCm6,31,79,,https://i.scdn.co/image/ab67616d00004851d266f94c483c217e1af484d6
Teenage Kicks,The Undertones,spotify:track:4wNATViXFXHOKsGgEehnBT,60,135,"mod revival, new wave, new wave pop, northern irish punk, post-punk, pub rock, punk, ska",https://i.scdn.co/image/ab67616d000048517754cd9143f8d75d525408ae
The Everlasting,Manic Street Preachers,spotify:track:3KnMN356dGY4CuGhfIdwMF,42,96,"alternative rock, britpop, modern rock, permanent wave, pop rock, rock, welsh rock",https://i.scdn.co/image/ab67616d00004851326f28b8d0099329cecb01c8
Electric Feel,MGMT,spotify:track:3FtYbEfBqAlGO46NUDQSAt,76,103,"alternative dance, indietronica, modern rock, rock",https://i.scdn.co/image/ab67616d000048518b32b139981e79f2ebe005eb
Seven Into The Sea,In Tua Nua,spotify:track:2QS2qdVaLXOfokeTlJo5AV,25,130,"celtic rock, irish rock",https://i.scdn.co/image/ab67616d00004851512821566ff59d502c099414
Don't Forget Who You Are,Miles Kane,spotify:track:0DIWMdOkYYDsTsgzlyB0gb,23,94,"baroque pop, britpop, garage rock, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d0000485195b9e9e2dcd3eb9b0a3ac3ec
Wild Wood,Paul Weller,spotify:track:7xiYCA9pJS904OASmgjOxD,54,154,"britpop, solo wave",https://i.scdn.co/image/ab67616d00004851afa78b1aae2011f9fc9c2eb7
1985,Bowling For Soup,spotify:track:5oQcOu1omDykbIPSdSQQNJ,70,120,"comic, pop punk, pop rock, texas pop punk",https://i.scdn.co/image/ab67616d00004851f9b3ece3271d3a5fa73d3759
Race for the Prize - 2017 Remaster,The Flaming Lips,spotify:track:1RZlGlz8eXT1KmJYpqFRzH,52,131,"alternative rock, art rock, indie rock, modern rock, noise pop, okc indie, rock",https://i.scdn.co/image/ab67616d00004851f958fdfa181b79454c1ed44b
It's Not Living (If It's Not With You),The 1975,spotify:track:3TgMcrV32NUKjEG2ujn9eh,73,121,"modern alternative rock, modern rock, pop, rock",https://i.scdn.co/image/ab67616d000048516c582022e90b11f0da287a9a
The Rock Show,blink-182,spotify:track:2ydUT1pFhuLDnouelIv4WH,72,193,"pop punk, punk, rock, socal pop punk",https://i.scdn.co/image/ab67616d0000485154a8f4f9158546472fbb7280
Tender,Blur,spotify:track:42cxPm9jgbaxIVN77XA1m6,59,76,"contemporary r&b, dance pop, hip pop, neo soul, r&b, urban contemporary",https://i.scdn.co/image/ab67616d0000485194983882a5effd77742a9f52
On Hold,The xx,spotify:track:5w3CRkbTWXfbYepIdFpGUN,59,125,"emo rap, miami hip hop",https://i.scdn.co/image/ab67616d00004851521d64fb3942f0883496d342
Heroin,The Velvet Underground,spotify:track:5by3w3NXvwDpV9FBSOR35u,55,146,"alternative rock, art rock, classic rock, folk rock, melancholia, permanent wave, protopunk, psychedelic rock, rock",https://i.scdn.co/image/ab67616d0000485198260c528e6eec9dd431c1d7
She Moves In Her Own Way,The Kooks,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,71,153,"brighton indie, modern rock, rock",https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47
Routine - Remix,Urban Dance Squad,spotify:track:7LVaMs9TulJFrRZB3pFDnf,21,97,"dutch indie, dutch rock, funk metal, funk rock, laboratorio, old school nederhop, rap rock",https://i.scdn.co/image/ab67616d000048517a2f2ad478e61db569bc8c90
Fiesta,The Pogues,spotify:track:2UVuIquASNE8Sm2TSAW716,37,153,"celtic, celtic punk, celtic rock, folk punk, irish folk, punk",https://i.scdn.co/image/ab67616d00004851d0ccf94a2d981db731f5dab8
Wake Me Up,Foals,spotify:track:4kSCNra5VuD1ZfiwAe8bTD,53,120,"indie rock, modern rock, oxford indie, rock",https://i.scdn.co/image/ab67616d00004851408cece71a6d1cdcf2d4ad15
Dirty Harry,Gorillaz,spotify:track:2bfGNzdiRa1jXZRdfssSzR,71,192,alternative hip hop,https://i.scdn.co/image/ab67616d0000485119d85a472f328a6ed9b704cf
Moderation,Florence + The Machine,spotify:track:6V0PPYLaQ5fCAPftwIgpuN,52,130,"baroque pop, pop, uk alternative pop",https://i.scdn.co/image/ab67616d00004851d086b23c7b07d6173a2899d9
Dreaming of You,The Coral,spotify:track:6ebxt3Iylxe0GcEuUGlIvb,64,199,"britpop, modern rock, pop rock, rock",https://i.scdn.co/image/ab67616d000048512cfbfcaccd52f76488c56418
Message In A Bottle,The Police,spotify:track:1oYYd2gnWZYrt89EBXdFiO,74,151,"album rock, classic rock, permanent wave, rock",https://i.scdn.co/image/ab67616d000048518ec81cc654b45ade8bdf1486
Wollt ihr das Bett in Flammen sehen,Rammstein,spotify:track:2MC5MLUdhrVUWGHUFHvaLF,61,130,"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte",https://i.scdn.co/image/ab67616d00004851dcdfc25819de77e79c2edf49
Lover of the Light,Mumford & Sons,spotify:track:75HNSUVRXliIPSl0lIKl5F,39,106,"modern folk rock, stomp and holler, uk americana",https://i.scdn.co/image/ab67616d0000485147365506d0df680022e0cc46
Love Like Semtex,Infadels,spotify:track:5vEwxJt60nbmz3VYdIpdeM,40,132,,https://i.scdn.co/image/ab67616d0000485119198ed3ad1d65e889bd3fdf
Ship of Fools,World Party,spotify:track:3ndKgw7LvKO7zIk1rgOQJ2,51,116,"alternative rock, art rock, beatlesque, lilith, new wave, new wave pop, pop rock, power pop, roots rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851492a842a84a56c7583fd5e85
Novocaine For The Soul,Eels,spotify:track:4uPi47C1WcnhIbvCx4zCu6,57,169,"alternative rock, melancholia, pop rock",https://i.scdn.co/image/ab67616d00004851a012f8d35d244400472d4966
Brooklyn Bridge To Chorus,The Strokes,spotify:track:2mDYYGaGd9uXKkK2YhDA3i,62,120,"alternative rock, garage rock, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851bfa99afb5ef0d26d5064b23b
Strawberry Fields Forever - Remastered 2009,The Beatles,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,68,98,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",https://i.scdn.co/image/ab67616d00004851692d9189b2bd75525893f0c1
Ocean Avenue,Yellowcard,spotify:track:23oxJmDc1V9uLUSmN2LIvx,72,174,"bow pop, pop punk, socal pop punk",https://i.scdn.co/image/ab67616d00004851d1fd8f264564d9eef7617a45
Sonnet,The Verve,spotify:track:6OgWHP8rRXiq7VMaryVaVo,62,89,"alternative rock, britpop, permanent wave, pop rock, rock, shoegaze",https://i.scdn.co/image/ab67616d00004851707d13d3f87652e737e94d45
Wallpaper,Staygold,spotify:track:3J9pd7B1AS0xJeX7k63EJf,36,111,"k-pop, k-pop boy group",https://i.scdn.co/image/ab67616d00004851e279fc5179d3492e142d4906
Always On The Run,Lenny Kravitz,spotify:track:3xxBAMUVusDLjLFwwL9qoY,58,169,"permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d00004851bfc19627a4a3a604c0a195e5
Four to the Floor,Starsailor,spotify:track:4x5WbFaTTCexxBKbUyfBcG,49,93,"britpop, lancashire indie, piano rock, pop rock",https://i.scdn.co/image/ab67616d00004851ac123552ca871923552af5ca
I Feel You,Depeche Mode,spotify:track:2M0SsKN720GGXcCqhB96LX,52,123,"dance rock, new romantic, new wave, permanent wave, synthpop",https://i.scdn.co/image/ab67616d00004851029fe2605ca0c2edd929658f
Too Much Too Young - 2015 Remaster,The Specials,spotify:track:1u2bt26ipUrk4kHvcLXl6R,49,133,"punk, ska, ska revival",https://i.scdn.co/image/ab67616d00004851675b974d0ada890c41804e99
Mmm Mmm Mmm Mmm,Crash Test Dummies,spotify:track:31v2AQlx4pDI7kmnLxBkem,66,93,"canadian rock, pop rock",https://i.scdn.co/image/ab67616d00004851df9d39dded05faa9ed520ca6
Stacked Actors,Foo Fighters,spotify:track:1vziI0NCJKrqKiG94COHBa,54,135,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",https://i.scdn.co/image/ab67616d000048511759635c92b6314d3d3c9fe9
Dance With Somebody - Radio Version,Mando Diao,spotify:track:5BncQXZqKNmcoy6TRN0IYi,60,150,"dalarna indie, swedish garage rock, swedish indie rock",https://i.scdn.co/image/ab67616d00004851f18145c7b83a6b0965ccb196
Talk To Me,Thomas Azier,spotify:track:05xw1JtCgx7DBrFCZ6ZkrS,37,103,"dutch indie, dutch pop",https://i.scdn.co/image/ab67616d000048516359856a1f66cafb94ce5c9e
There She Goes,The La's,spotify:track:4c6vZqYHFur11FbWATIJ9P,70,123,pop,https://i.scdn.co/image/ab67616d000048510e42d457a15ef2f133976f6b
Push It - 2018 - Remaster,Garbage,spotify:track:3AfTOW9SoEYrqZusoGQ6VF,47,124,"hip hop, rap",https://i.scdn.co/image/ab67616d00004851f14d41b4c7e37e090774a639
Skinny Love,Bon Iver,spotify:track:1HkOPLwAJH3kE8UnqgxF4s,68,76,"eau claire indie, indie folk, melancholia",https://i.scdn.co/image/ab67616d000048519626ee117a93c158d17aee17
Our Velocity,Maximo Park,spotify:track:1yG1OpMiV8WtDeOYEBvNW8,50,96,"alternative dance, britpop, indie rock, modern rock, new rave, newcastle indie, rock",https://i.scdn.co/image/ab67616d00004851cc446d347e881f544131f10e
Won't Get Fooled Again - Original Album Version,The Who,spotify:track:0cJPLFrlV7TTCyPLupHzcH,66,135,"broadway, hollywood, show tunes",https://i.scdn.co/image/ab67616d00004851fe24dcd263c08c6dd84b6e8c
All Over You,Live,spotify:track:0sqE6XPi9VAaWl5NxDyMQK,62,132,drift phonk,https://i.scdn.co/image/ab67616d0000485123d8d82a798baa960fdb5070
This Life,Vampire Weekend,spotify:track:4dRqYKhLVujxiBXcq50YzG,60,170,"baroque pop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d00004851a2b1d3e73c66663c01351bcf
Just Like Honey,The Jesus and Mary Chain,spotify:track:1LwP9g1Hjbs64jXM2Qsxry,60,121,"alternative rock, new wave, noise pop, post-punk, punk, rock, scottish indie, shoegaze, uk post-punk",https://i.scdn.co/image/ab67616d000048514b5f115b26a0236a4e502eb9
Where It's At - Album Version W/ Intro,Beck,spotify:track:1GreGTs4rIfjDILBERxKcB,42,97,"alt z, dance pop, electropop, pop, post-teen pop",https://i.scdn.co/image/ab67616d00004851301bf333c6a1f573a2af5864
I Believe in a Thing Called Love,The Darkness,spotify:track:756CJtQRFSxEx9jV4P9hpA,69,128,"edm, electronic trap",https://i.scdn.co/image/ab67616d00004851cfc0369fca487d12600962ec
Rue,girl in red,spotify:track:4EoE743bWWiZ4ttkdPCNbA,59,125,"bedroom pop, indie pop, norwegian indie, pop",https://i.scdn.co/image/ab67616d0000485148de97658631644cc60f3c8d
A Town Called Malice,The Jam,spotify:track:1KP1j8sCQADCc8eXrtAUP6,37,102,"conscious hip hop, dmv rap, hip hop, pop rap, rap",https://i.scdn.co/image/ab67616d00004851669abcbca2f394ded5140712
Hobo Humpin' Slobo Babe,Whale,spotify:track:4Zjf4XQZushvULDYoYq7VG,40,170,"indie pop, jacksonville indie, modern rock",https://i.scdn.co/image/ab67616d0000485174eafe75bc1009a5922b592e
Fit but You Know It,The Streets,spotify:track:312A8WfROSLvZbMDHBUPDp,59,172,"detroit trap, rap, trap",https://i.scdn.co/image/ab67616d000048514bf409ede02e2a4069fd02a8
Follow You,Bring Me The Horizon,spotify:track:6lFUdRItQEsEuD7dSINL47,68,90,"melodic metalcore, metalcore, rock, uk metalcore",https://i.scdn.co/image/ab67616d00004851736145b97bab8fa92cb6113f
I Will Follow You into the Dark,Death Cab for Cutie,spotify:track:2ndWbjiiNBEOrlfToKlABE,63,78,"indie pop, indie rock, modern rock, washington indie",https://i.scdn.co/image/ab67616d00004851977f49e4a7170bdd03fb429b
Suck My Kiss,Red Hot Chili Peppers,spotify:track:0psB5QzGb4653K0uaPgEyh,63,102,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d00004851153d79816d853f2694b2cc70
"Hey, Jane",Motorpsycho,spotify:track:4U04AySS3ogJSqmzGaj4cQ,16,134,"psychedelic doom, uk doom metal",https://i.scdn.co/image/ab67616d00004851b0e3801adec9d43e61dbd41b
Nothing,Son Mieux,spotify:track:6aC2cd2EghpFiIMcqmQKXm,36,117,"big room, deep tropical house, edm, electro house, pop dance, pop edm, progressive electro house, tropical house",https://i.scdn.co/image/ab67616d000048514a8a49fd6d8f9c04414e6cc2
Sing for Absolution,Muse,spotify:track:1hHuyqVCZCbhYQixEkdQCo,55,170,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d000048518cb690f962092fd44bbe2bf4
Into Temptation,Crowded House,spotify:track:1kqIJgH6aVYwqQFjQPB0hn,49,84,"australian rock, mellow gold, permanent wave, pop rock, rock, soft rock",https://i.scdn.co/image/ab67616d000048516cdb6a54108ae5653f79b923
Alright,Supergrass,spotify:track:5xC8uOesnn0udeXAYlAnoY,71,146,"alternative rock, britpop, modern rock, oxford indie, pop rock, rock",https://i.scdn.co/image/ab67616d000048517d2fd2378160e40c96bc61ff
Don't Sit Down 'Cause I've Moved Your Chair,Arctic Monkeys,spotify:track:3czdA0j4iaLDJJCoT5D8iP,61,120,"garage rock, modern rock, permanent wave, rock, sheffield indie",https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a
Hanging On The Telephone - Remastered,Blondie,spotify:track:343iSx7QQ41UeroboMrhmh,50,152,"indie pop, lo-fi indie",https://i.scdn.co/image/ab67616d000048516d23211741238ed227699c9d
Spaceman,The Killers,spotify:track:1A8SxnqRK3qabmuN2qxIpa,63,152,"alternative rock, dance rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851a43cd43ef4f3b2d5413b17f9
Gotta Get Away,The Offspring,spotify:track:0vQPY1VCcvZa2Mm6QM63Le,59,133,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk",https://i.scdn.co/image/ab67616d000048510158cbde70672dd821972907
The Wind Cries Mary,Jimi Hendrix,spotify:track:5H6Jp0syB5yEPk7SWYdlmk,62,80,"acid rock, album rock, blues rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",https://i.scdn.co/image/ab67616d00004851c9adfbd773852e286faed040
Bandje,WIES,spotify:track:7dv4k3LwgNxdlbWzIdYpNg,35,160,"chicago rap, melodic rap",https://i.scdn.co/image/ab67616d00004851def6d87d36796578f3c88ccb
